period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"9 to 11"	"s1_dsize3_ethblk"	430	.29958038	.16222554	.09443075	.02462882	.02213523	.02102691
"9 to 11"	"s1_dsize3_ethlat"	710	.22904334	.12811583	.10853302	.04024045	.02698223	.02723299
"9 to 11"	"s1_dsize3_ethwht"	1420	.18392724	.13433572	.0878363	.01415586	.01242262	.01153906
"9 to 11"	"s1_dsize3_ethapi"	440	.09839642	.04930118	.02485202	.03165424	.01544493	.01098079
"9 to 11"	"s1_dsize3_sesl"	1210	.26622263	.15618629	.11398639	.02754328	.02414824	.016205
"9 to 11"	"s1_dsize3_sesh"	1490	.1509442	.088879	.06138755	.01420032	.01138811	.00918224
"9 to 11"	"s1_dsize3_ssml"	1140	.28587711	.16449193	.11688959	.01944619	.01511585	.0117486
"9 to 11"	"s1_dsize3_ssmh"	1560	.1474588	.09760622	.07390386	.01573693	.01465752	.01445975
"9 to 11"	"s1_dsize3_swdy"	300	.20742187	.13401852	.09328723	.03640001	.02572395	.02298383
"9 to 11"	"s1_dsize3_swdn"	940	.20565751	.12303577	.09212771	.02168953	.0169614	.01536619
"9 to 11"	"s1_dsize3_ell"	870	.17462623	.10087545	.08072831	.01889474	.016941	.01343063
"9 to 11"	"s1_dsize3_elln"	2500	.24074515	.14468606	.09548608	.01844514	.01434631	.00876568
"9 to 11"	"s2_t1y_region1"	1100	.07612535	.0730361	.03927509	.01637491	.01597334	.00888263
"9 to 11"	"s2_t1y_region2"	1920	.16463989	.12832592	.07665465	.01646019	.01220029	.01014061
"9 to 11"	"s2_t1y_region3"	3400	.17135541	.11994423	.08252478	.01088907	.00957255	.00912763
"9 to 11"	"s2_t1y_region4"	1130	.23068891	.14306661	.089007	.02158235	.01488426	.01007997
"9 to 11"	"s2_t1y_city"	1990	.20324382	.13434284	.08347239	.01699917	.01413567	.01170023
"9 to 11"	"s2_t1y_suburb"	1870	.17014707	.10477968	.06089014	.01737697	.01082183	.0073551
"9 to 11"	"s2_t1y_ruralt"	3680	.13412012	.11430727	.07780486	.00845792	.00704943	.00601774
"9 to 11"	"s2_t1y_enrl"	4960	.1606014	.12709705	.07865672	.0093021	.00803025	.00630309
"9 to 11"	"s2_t1y_enrh"	2580	.17717127	.108372	.0719719	.01431528	.01073922	.00816694
"9 to 11"	"s2_t1y_min1"	3390	.1036136	.09518383	.06147287	.0075628	.00609663	.00514334
"9 to 11"	"s2_t1y_min2"	1650	.17207176	.12697375	.08046448	.01353269	.01090067	.00866887
"9 to 11"	"s2_t1y_min34"	2500	.21038247	.13303916	.08407938	.01481458	.01190306	.00966598
"9 to 11"	"s2_t1y_frl1"	850	.08632124	.07092293	.05171594	.01449104	.01027005	.009213
"9 to 11"	"s2_t1y_frl2"	2710	.12642952	.1026143	.06407223	.01058647	.00943771	.00672761
"9 to 11"	"s2_t1y_frl34"	3930	.20299863	.13618322	.08595129	.0121809	.00936263	.00787856
"9 to 11"	"s2_t1y_dsize1"	4470	.12843654	.1176515	.07007158	.00932006	.00808796	.00583671
"9 to 11"	"s2_t1y_dsize2"	1310	.16813444	.12151973	.08071264	.02137196	.01775808	.01498768
"9 to 11"	"s2_t1y_dsize3"	1760	.22584446	.12059761	.08208041	.01613104	.01243105	.00978977
"9 to 11"	"s2_t1n_region1"	1080	.13820335	.1069403	.06609129	.05654627	.0386766	.02349458
"9 to 11"	"s2_t1n_region2"	1990	.14869289	.12699753	.06874204	.01798389	.01585307	.01369032
"9 to 11"	"s2_t1n_region3"	2870	.17024983	.12659616	.07828626	.01220075	.00924293	.00661029
"9 to 11"	"s2_t1n_region4"	1560	.1562025	.11228451	.06851008	.01697833	.01558762	.01121111
"9 to 11"	"s2_t1n_city"	1610	.22074673	.15513766	.10606946	.02966452	.02264568	.01562887
"9 to 11"	"s2_t1n_suburb"	2610	.14341592	.1048052	.05788084	.01145552	.00985256	.00654245
"9 to 11"	"s2_t1n_ruralt"	3280	.1245463	.1086854	.05999047	.00958206	.0094738	.00645615
"9 to 11"	"s2_t1n_enrl"	3730	.15507471	.12769231	.07207883	.02083988	.0146313	.00981921
"9 to 11"	"s2_t1n_enrh"	3760	.15714603	.11225787	.07101196	.01157771	.00947504	.00771583
"9 to 11"	"s2_t1n_min1"	4730	.12424841	.10653908	.06287143	.00923256	.00799732	.00708197
"9 to 11"	"s2_t1n_min2"	1840	.16288327	.11203726	.06906204	.01609371	.01318082	.00852083
"9 to 11"	"s2_t1n_min34"	930	.23922016	.17100061	.10096758	.03471477	.02516858	.01711461
"9 to 11"	"s2_t1n_frl1"	3330	.12183578	.09529925	.05842875	.01144617	.00944008	.00823966
"9 to 11"	"s2_t1n_frl2"	3200	.16287396	.12449722	.07412229	.01194489	.0099049	.00719233
"9 to 11"	"s2_t1n_frl34"	960	.21926735	.1648857	.09559113	.03912477	.02750248	.01852809
"9 to 11"	"s2_t1n_dsize1"	4400	.1273274	.11054713	.06172492	.00888313	.00817872	.00639189
"9 to 11"	"s2_t1n_dsize2"	1540	.17023425	.1188354	.05983646	.02005462	.01541844	.0107925
"9 to 11"	"s2_t1n_dsize3"	1560	.2114893	.14138757	.10237909	.03041362	.02434032	.01427403
"9 to 11"	"s2_region1_city"	390	.21762983	.17026428	.09348727	.09194779	.06256272	.04095829
"9 to 11"	"s2_region1_suburb"	980	.05962229	.05136629	.03183859	.0103187	.00915744	.00526623
"9 to 11"	"s2_region1_ruralt"	820	.0624316	.0624316	.04181004	.00827161	.00827161	.00892833
"9 to 11"	"s2_region1_enrl"	1400	.13155218	.10888229	.06665022	.04403831	.02976541	.01821116
"9 to 11"	"s2_region1_enrh"	800	.05595877	.04985474	.02428537	.01340533	.01231312	.00491504
"9 to 11"	"s2_region1_min1"	1480	.05146588	.04911001	.03339368	.0059805	.00533856	.0057488
"9 to 11"	"s2_region1_min2"	410	.08579379	.08434095	.05224907	.01043654	.01067158	.00675039
"9 to 11"	"s2_region1_min34"	310	.23896999	.18128319	.09639258	.09389818	.06615625	.04416597
"9 to 11"	"s2_region1_frl1"	940	.04419897	.04301904	.03244653	.00598201	.00578408	.00576949
"9 to 11"	"s2_region1_frl2"	770	.08294998	.08036951	.03975366	.01936775	.01931198	.0103667
"9 to 11"	"s2_region1_frl34"	490	.20779989	.15587826	.09176246	.09141676	.06421684	.04008966
"9 to 11"	"s2_region1_dsize1"	2050	.07277207	.06824586	.04093206	.00980425	.0099672	.00559822
"9 to 11"	"s2_region1_dsize2"	70	-99	-99	-99	-99	-99	-99
"9 to 11"	"s2_region1_dsize3"	80	.32458234	.23315255	.13894942	.03860734	.02580255	.02092027
"9 to 11"	"s2_region2_city"	890	.24260532	.16152103	.11574442	.03251954	.02594922	.02414812
"9 to 11"	"s2_region2_suburb"	1240	.15274984	.13415111	.06107598	.01620672	.01491877	.01115362
"9 to 11"	"s2_region2_ruralt"	1790	.10505774	.1027755	.05228449	.01056489	.01057162	.00754825
"9 to 11"	"s2_region2_enrl"	2490	.15558953	.12789339	.06634754	.01337205	.01115263	.00814696
"9 to 11"	"s2_region2_enrh"	1440	.15813827	.12687313	.08526863	.02253806	.01868203	.01835944
"9 to 11"	"s2_region2_min1"	2700	.12317702	.11080763	.06146049	.01303675	.01098822	.01021085
"9 to 11"	"s2_region2_min2"	720	.18126114	.12933734	.07441201	.03159327	.02499407	.01695372
"9 to 11"	"s2_region2_min34"	510	.27458388	.19833563	.11884089	.0354343	.03109552	.02657219
"9 to 11"	"s2_region2_frl1"	1230	.12531952	.10669493	.06485858	.02729787	.01987774	.02080615
"9 to 11"	"s2_region2_frl2"	1620	.12207216	.1080954	.05834579	.01366638	.01392635	.01023725
"9 to 11"	"s2_region2_frl34"	1040	.24625991	.18105959	.10336641	.02737761	.0204225	.01710883
"9 to 11"	"s2_region2_dsize1"	3110	.13563509	.1272274	.06747117	.01283775	.0113763	.00967279
"9 to 11"	"s2_region2_dsize2"	510	.18595494	.11376398	.06447154	.03292072	.02987092	.01993594
"9 to 11"	"s2_region2_dsize3"	320	.24907451	.14194294	.10920234	.04410036	.02511125	.02646506
"9 to 11"	"s2_region3_city"	1340	.19754373	.13890082	.08888778	.02082571	.01758924	.01687037
"9 to 11"	"s2_region3_suburb"	1420	.19359425	.10737161	.07308377	.01429164	.01083134	.00806551
"9 to 11"	"s2_region3_ruralt"	3530	.14408746	.12191957	.07974086	.00859168	.00767509	.00653034
"9 to 11"	"s2_region3_enrl"	3830	.15831681	.12319528	.07822422	.00964867	.00901102	.00773929
"9 to 11"	"s2_region3_enrh"	2450	.18468233	.12227991	.08306852	.01273632	.01030987	.00796595
"9 to 11"	"s2_region3_min1"	2910	.13249226	.1127008	.07523103	.007198	.00585168	.0052927
"9 to 11"	"s2_region3_min2"	1640	.18379643	.13424632	.08555055	.01637882	.01277641	.0092349
"9 to 11"	"s2_region3_min34"	1740	.19313604	.12320719	.08136874	.01391037	.01322148	.01225498
"9 to 11"	"s2_region3_frl1"	1240	.14168809	.10142534	.06641375	.01374658	.00918418	.00630878
"9 to 11"	"s2_region3_frl2"	2560	.17773825	.13188943	.08630569	.01345334	.00930512	.0074873
"9 to 11"	"s2_region3_frl34"	2490	.17528309	.12311267	.08088191	.01274327	.01166441	.01089406
"9 to 11"	"s2_region3_dsize1"	2730	.13386306	.12330824	.07420048	.00780939	.00825307	.00754478
"9 to 11"	"s2_region3_dsize2"	1460	.18688486	.14561286	.0955544	.02081565	.01553301	.01259729
"9 to 11"	"s2_region3_dsize3"	2090	.19787933	.11033998	.07874482	.0138696	.01217962	.00975349
"9 to 11"	"s2_region4_city"	980	.19917967	.12087183	.08142673	.02020428	.01664073	.01268463
"9 to 11"	"s2_region4_suburb"	830	.20477836	.13356668	.06593884	.03229331	.02158138	.01320195
"9 to 11"	"s2_region4_ruralt"	940	.18271037	.14600132	.09031802	.02134489	.02013561	.0150202
"9 to 11"	"s2_region4_enrl"	1100	.21208971	.17918324	.10769471	.0206274	.02100786	.0146582
"9 to 11"	"s2_region4_enrh"	1660	.18649664	.10964072	.06755565	.01771443	.01316031	.00943369
"9 to 11"	"s2_region4_min1"	1100	.18265148	.15842849	.09375095	.02200906	.02062772	.01671468
"9 to 11"	"s2_region4_min2"	740	.15942675	.10032997	.06289665	.02036702	.01727256	.01169441
"9 to 11"	"s2_region4_min34"	920	.22818812	.14171518	.08664793	.02425334	.01571485	.01247197
"9 to 11"	"s2_region4_frl1"	850	.1566106	.12468202	.06959198	.02004419	.02044334	.0156669
"9 to 11"	"s2_region4_frl2"	980	.17191551	.1165735	.07721642	.02211817	.01850286	.01538232
"9 to 11"	"s2_region4_frl34"	930	.23796794	.14836331	.09128201	.02283674	.01454435	.01062941
"9 to 11"	"s2_region4_dsize1"	1030	.18886694	.14272538	.08697855	.02434149	.01971435	.01131774
"9 to 11"	"s2_region4_dsize2"	850	.16671092	.11506598	.05634823	.02173262	.02114571	.01607498
"9 to 11"	"s2_region4_dsize3"	880	.22121691	.1356781	.09278569	.02249231	.01853024	.01268782
"9 to 11"	"s2_city_enrl"	1310	.26621568	.18215313	.11052429	.02740341	.02334491	.01712717
"9 to 11"	"s2_city_enrh"	2290	.18032405	.12168653	.08315831	.01558798	.01248267	.01047103
"9 to 11"	"s2_city_min1"	1160	.16946759	.12744196	.09267811	.02771067	.02209676	.02382773
"9 to 11"	"s2_city_min2"	1230	.19283755	.12361473	.07480697	.02231463	.01719917	.01205345
"9 to 11"	"s2_city_min34"	1220	.23228071	.1574411	.10175514	.02987103	.02335359	.01635241
"9 to 11"	"s2_city_frl1"	880	.17600981	.12149149	.08580369	.02747328	.02235875	.02277149
"9 to 11"	"s2_city_frl2"	1080	.19389608	.13079226	.07993415	.02445501	.02019412	.01592149
"9 to 11"	"s2_city_frl34"	1640	.22770174	.15435411	.10010524	.02896644	.0221261	.01543786
"9 to 11"	"s2_city_dsize1"	1140	.18784471	.16622042	.10415783	.02572592	.02262313	.01925305
"9 to 11"	"s2_city_dsize2"	890	.17999367	.1173541	.07338828	.03071638	.02408279	.0199264
"9 to 11"	"s2_city_dsize3"	1580	.2334939	.14400101	.09631345	.02293798	.01964419	.01299719
"9 to 11"	"s2_suburb_enrl"	1800	.1519392	.12054546	.06244173	.01552695	.01209223	.00695269
"9 to 11"	"s2_suburb_enrh"	2680	.15679227	.09597541	.05737041	.01234433	.00885102	.00627979
"9 to 11"	"s2_suburb_min1"	2250	.08752115	.07760524	.04252982	.00958021	.00847515	.0061787
"9 to 11"	"s2_suburb_min2"	990	.16796098	.11755294	.07591836	.01608298	.0139082	.01020924
"9 to 11"	"s2_suburb_min34"	1240	.22776115	.12944956	.06885543	.01967144	.01386734	.00919073
"9 to 11"	"s2_suburb_frl1"	1610	.08272267	.06036635	.03807052	.01143328	.00785894	.00561896
"9 to 11"	"s2_suburb_frl2"	1580	.14893918	.11857404	.06737173	.01347674	.01112894	.0090106
"9 to 11"	"s2_suburb_frl34"	1270	.23417988	.1343318	.07144446	.02225403	.01527715	.00945373
"9 to 11"	"s2_suburb_dsize1"	2450	.12117482	.1019684	.05271027	.0130483	.01000296	.00623794
"9 to 11"	"s2_suburb_dsize2"	930	.17465627	.1275656	.05891786	.02117912	.01821614	.01100274
"9 to 11"	"s2_suburb_dsize3"	1100	.19893255	.09496038	.07015382	.01758756	.01127425	.0091576
"9 to 11"	"s2_ruralt_enrl"	5710	.1269345	.11474296	.06981707	.00633361	.00614653	.00518381
"9 to 11"	"s2_ruralt_enrh"	1370	.15257693	.11397764	.07289588	.01864635	.01493289	.00985741
"9 to 11"	"s2_ruralt_min1"	4780	.12000332	.11035493	.06656294	.0071186	.00669815	.00523437
"9 to 11"	"s2_ruralt_min2"	1290	.14081932	.11324493	.07080898	.01695418	.01596943	.01028206
"9 to 11"	"s2_ruralt_min34"	1010	.16773528	.13374991	.08552652	.01674213	.0163813	.01398995
"9 to 11"	"s2_ruralt_frl1"	1760	.11919282	.11013155	.06192917	.01266538	.01226043	.00961569
"9 to 11"	"s2_ruralt_frl2"	3260	.12640034	.10622405	.06686615	.0098928	.00912	.00618108
"9 to 11"	"s2_ruralt_frl34"	2030	.15231288	.13136871	.08326722	.00945811	.0086247	.0087698
"9 to 11"	"s2_ruralt_dsize1"	5320	.11682416	.10706381	.06271126	.00645285	.00635293	.00482514
"9 to 11"	"s2_ruralt_dsize2"	1070	.15697105	.12917204	.08394893	.0170677	.01753848	.01206394
"9 to 11"	"s2_ruralt_dsize3"	700	.21184846	.15171714	.1101366	.0258661	.02308467	.01714032
"9 to 11"	"s2_enrl_min1"	5500	.1156379	.10642142	.06395298	.0063887	.00616457	.00479412
"9 to 11"	"s2_enrl_min2"	1710	.16619734	.13423434	.08080336	.01674979	.0151225	.01059624
"9 to 11"	"s2_enrl_min34"	1610	.24487441	.17294433	.09970858	.02365359	.01953118	.01423211
"9 to 11"	"s2_enrl_frl1"	1950	.11646797	.10613872	.06155856	.01155836	.01101152	.00907556
"9 to 11"	"s2_enrl_frl2"	3670	.12664207	.1088306	.06096218	.0087988	.00876592	.00547765
"9 to 11"	"s2_enrl_frl34"	3160	.21294772	.16058249	.09896697	.01866293	.01394522	.01008299
"9 to 11"	"s2_enrl_dsize1"	6330	.12629865	.11716135	.06546572	.00661712	.00671787	.00466442
"9 to 11"	"s2_enrl_dsize2"	1300	.19109617	.14557184	.09089852	.01632492	.01638472	.01169917
"9 to 11"	"s2_enrl_dsize3"	1190	.25572592	.16235731	.10728519	.02808638	.02406065	.01652448
"9 to 11"	"s2_enrh_min1"	2680	.12120971	.0977593	.06205255	.01445784	.01117804	.01079673
"9 to 11"	"s2_enrh_min2"	1800	.16651516	.10445396	.06741799	.01471131	.01103143	.00734145
"9 to 11"	"s2_enrh_min34"	1860	.19911792	.12375357	.08100996	.01598876	.01234989	.00985574
"9 to 11"	"s2_enrh_frl1"	2300	.1210109	.08626545	.05658883	.01431669	.01076785	.0101245
"9 to 11"	"s2_enrh_frl2"	2260	.1732376	.1225206	.08148988	.01488673	.01149221	.00920295
"9 to 11"	"s2_enrh_frl34"	1780	.1978217	.11969114	.07473172	.0170447	.01293581	.0098873
"9 to 11"	"s2_enrh_dsize1"	2580	.1307215	.10546705	.0663059	.0148729	.01113062	.00982507
"9 to 11"	"s2_enrh_dsize2"	1590	.16259516	.11390484	.06363618	.01984442	.01595913	.01243956
"9 to 11"	"s2_enrh_dsize3"	2180	.19907921	.11238172	.08105908	.0125367	.01045499	.00755954
"9 to 11"	"s2_min1_frl1"	3430	.11012256	.10022985	.06129892	.01186121	.00988249	.00857824
"9 to 11"	"s2_min1_frl2"	3650	.11742499	.09892203	.06070655	.00807982	.00752926	.00633945
"9 to 11"	"s2_min1_frl34"	1090	.1471404	.13621647	.08207926	.01274577	.00985918	.00707399
"9 to 11"	"s2_min1_dsize1"	5830	.10812874	.10055141	.05891966	.00706986	.00609302	.00539717
"9 to 11"	"s2_min1_dsize2"	1540	.14368193	.11382211	.06805463	.01581794	.01516659	.01024969
"9 to 11"	"s2_min1_dsize3"	810	.14308664	.10948775	.08872187	.02519276	.02032563	.01927034
"9 to 11"	"s2_min2_frl1"	640	.13165673	.06820198	.04989778	.01866543	.01320881	.01018172
"9 to 11"	"s2_min2_frl2"	1540	.1721554	.12778411	.07789238	.01767932	.01358657	.00820346
"9 to 11"	"s2_min2_frl34"	1300	.18156264	.13721209	.08227675	.01969803	.01635197	.01312716
"9 to 11"	"s2_min2_dsize1"	1940	.13156541	.11377565	.06838429	.012116	.01180954	.00758395
"9 to 11"	"s2_min2_dsize2"	700	.20320323	.12642375	.06976675	.03040514	.02166302	.01385968
"9 to 11"	"s2_min2_dsize3"	870	.21431778	.12089062	.0880287	.02523657	.02045237	.01588096
"9 to 11"	"s2_min34_frl1"	180	.20518292	.13649757	.05906294	.04555404	.04320833	.01795329
"9 to 11"	"s2_min34_frl2"	740	.19397938	.14178274	.08398286	.02497219	.02342506	.01755086
"9 to 11"	"s2_min34_frl34"	2550	.22466789	.14566157	.09141131	.02106728	.01624292	.01148743
"9 to 11"	"s2_min34_dsize1"	1140	.19804532	.16589647	.08819219	.02423983	.02192722	.01413158
"9 to 11"	"s2_min34_dsize2"	650	.17984318	.13385245	.07913173	.03164586	.02736677	.02331288
"9 to 11"	"s2_min34_dsize3"	1680	.23922952	.13917029	.09234573	.01936435	.01732366	.0112963
"9 to 11"	"s2_frl1_dsize1"	2600	.10061253	.09118594	.05451353	.012858	.01051668	.00930111
"9 to 11"	"s2_frl1_dsize2"	740	.12581551	.09604342	.04992666	.02211964	.0221966	.01416333
"9 to 11"	"s2_frl1_dsize3"	910	.16074782	.10553882	.07697305	.01863322	.01800534	.01391543
"9 to 11"	"s2_frl2_dsize1"	3770	.11772359	.10582152	.05891502	.00827205	.00848157	.00552891
"9 to 11"	"s2_frl2_dsize2"	1230	.19137698	.13871382	.08770643	.02392922	.0187004	.01458506
"9 to 11"	"s2_frl2_dsize3"	930	.20145248	.11985079	.0890038	.02050419	.01551692	.0132913
"9 to 11"	"s2_frl34_dsize1"	2490	.16934149	.14800406	.08661565	.01326624	.01184051	.00850049
"9 to 11"	"s2_frl34_dsize2"	920	.1823996	.12742526	.0711214	.02827654	.02314773	.01892058
"9 to 11"	"s2_frl34_dsize3"	1530	.24730904	.14393879	.09636478	.02162098	.01868091	.01240676
"9 to 11"	"s3_male_ethblk"	770	.27594724	.18460132	.10544377	.02177202	.02035433	.01649714
"9 to 11"	"s3_male_ethlat"	1250	.20480653	.13165734	.08527406	.02894501	.01562242	.01429337
"9 to 11"	"s3_male_ethwht"	4220	.11919274	.10149898	.06480063	.00619495	.00584341	.00506486
"9 to 11"	"s3_male_ethapi"	660	.10027328	.06205118	.03149436	.02034471	.0145366	.01041353
"9 to 11"	"s3_male_sesl"	2830	.2053604	.15031355	.09484809	.01772476	.01155031	.00958141
"9 to 11"	"s3_male_sesh"	3220	.11263679	.08331585	.05322039	.00810267	.00736354	.0064722
"9 to 11"	"s3_male_ssml"	2790	.21146114	.15162411	.09781358	.01541245	.01051526	.00832537
"9 to 11"	"s3_male_ssmh"	3390	.11797978	.09469022	.05367391	.00936999	.00926315	.00877743
"9 to 11"	"s3_male_swdy"	910	.16500604	.12428443	.0712268	.01987452	.0164231	.01214336
"9 to 11"	"s3_male_swdn"	2550	.138256	.11537281	.06770354	.01057776	.01007775	.00793307
"9 to 11"	"s3_male_ell"	1280	.16920378	.11804357	.07947923	.02014011	.01964529	.0175196
"9 to 11"	"s3_male_elln"	6380	.16435438	.12247291	.07410545	.00801351	.00640578	.00509283
"9 to 11"	"s3_female_ethblk"	790	.19299805	.12812442	.05551807	.02073006	.01719189	.01088231
"9 to 11"	"s3_female_ethlat"	1210	.19551188	.13034682	.09321951	.0232261	.02014711	.01932185
"9 to 11"	"s3_female_ethwht"	4130	.13624402	.11376081	.07307363	.00786055	.00693234	.00574806
"9 to 11"	"s3_female_ethapi"	630	.08516418	.05464743	.02655574	.02176557	.01336702	.00965223
"9 to 11"	"s3_female_sesl"	2780	.19977781	.13843988	.08685163	.01430063	.01474832	.00904401
"9 to 11"	"s3_female_sesh"	3170	.12306356	.09941209	.05984384	.00990086	.00815479	.00656611
"9 to 11"	"s3_female_ssml"	2630	.20343192	.15344687	.10192479	.01333775	.01378485	.00898043
"9 to 11"	"s3_female_ssmh"	3280	.10132742	.08101146	.0464294	.00777496	.00668268	.0055376
"9 to 11"	"s3_female_swdy"	530	.18052345	.15632715	.11038632	.0223089	.02141607	.0190694
"9 to 11"	"s3_female_swdn"	2680	.14494459	.10094272	.06363256	.01114108	.00815008	.00692604
"9 to 11"	"s3_female_ell"	1300	.15417455	.09019453	.06228881	.01761063	.01216883	.01010122
"9 to 11"	"s3_female_elln"	6200	.16142418	.12660451	.07608253	.01026709	.00958532	.00579324
"9 to 11"	"s3_ethblk_sesl"	750	.23319899	.15317935	.0808509	.02169384	.01986571	.0163855
"9 to 11"	"s3_ethblk_sesh"	500	.23520626	.15025315	.08259638	.02679993	.02462217	.02150045
"9 to 11"	"s3_ethblk_ssml"	890	.26602029	.17984781	.09212668	.0192477	.01832883	.01629499
"9 to 11"	"s3_ethblk_ssmh"	390	.13845265	.09372615	.03807979	.02297689	.01949961	.01386899
"9 to 11"	"s3_ethblk_swdy"	170	.23523513	.1504592	.08216276	.05973642	.03851444	.03161795
"9 to 11"	"s3_ethblk_swdn"	380	.21839815	.15073214	.06871196	.03977765	.03518798	.02596779
"9 to 11"	"s3_ethblk_ell"	90	.15551712	-99	-99	.05654	-99	-99
"9 to 11"	"s3_ethblk_elln"	1480	.23652433	.1624355	.08191315	.01616682	.0148893	.01138493
"9 to 11"	"s3_ethlat_sesl"	1580	.21855389	.14571824	.10757924	.02968389	.02055762	.0207473
"9 to 11"	"s3_ethlat_sesh"	470	.14471326	.08953683	.04433704	.02619598	.01885237	.01248334
"9 to 11"	"s3_ethlat_ssml"	1110	.22624916	.1497675	.11388635	.03541942	.02076058	.02132345
"9 to 11"	"s3_ethlat_ssmh"	760	.14828909	.11498242	.07158939	.02427418	.02337166	.02281215
"9 to 11"	"s3_ethlat_swdy"	260	.18581947	.14303887	.09258791	.03694216	.03515562	.02621175
"9 to 11"	"s3_ethlat_swdn"	850	.17017523	.10604547	.07225484	.02056682	.0143318	.0126489
"9 to 11"	"s3_ethlat_ell"	1320	.17305808	.10971049	.07975706	.01696537	.01467386	.01277632
"9 to 11"	"s3_ethlat_elln"	1150	.23556381	.15861403	.10126432	.03741138	.02169448	.02136881
"9 to 11"	"s3_ethwht_sesl"	2430	.16505801	.14012512	.08170588	.0091306	.00899649	.00671417
"9 to 11"	"s3_ethwht_sesh"	4050	.1001308	.08306599	.0562409	.00824993	.00661038	.00648278
"9 to 11"	"s3_ethwht_ssml"	2670	.15848627	.13636736	.09350449	.009643	.0091557	.00776635
"9 to 11"	"s3_ethwht_ssmh"	3980	.09600682	.07998267	.0481974	.0075399	.00691838	.00673893
"9 to 11"	"s3_ethwht_swdy"	820	.1443146	.12797892	.08154896	.01568534	.01495588	.01283996
"9 to 11"	"s3_ethwht_swdn"	3030	.11696718	.10137283	.06325425	.00765999	.00722975	.00609143
"9 to 11"	"s3_ethwht_ell"	240	.13880301	.13090901	.10599987	.02834988	.02786711	.0235422
"9 to 11"	"s3_ethwht_elln"	8110	.12712223	.10672993	.06767245	.00547535	.00481424	.00430838
"9 to 11"	"s3_ethapi_sesl"	330	.15196713	.0768006	.03802594	.03923004	.02047273	.01531056
"9 to 11"	"s3_ethapi_sesh"	750	.06154724	.04741278	.01940912	.01559854	.01302497	.00717678
"9 to 11"	"s3_ethapi_ssml"	220	.17152783	.09932924	.07334371	.04646288	.03061985	.02780052
"9 to 11"	"s3_ethapi_ssmh"	890	.06992826	.04913917	.01967729	.01485401	.01144512	.00692791
"9 to 11"	"s3_ethapi_swdy"	50	-99	-99	-99	-99	-99	-99
"9 to 11"	"s3_ethapi_swdn"	450	.08191966	.05781896	.02605567	.0267639	.01742292	.01119445
"9 to 11"	"s3_ethapi_ell"	820	.09271878	.0593512	.02408606	.02197204	.01392381	.00842974
"9 to 11"	"s3_ethapi_elln"	470	.09348097	.05717746	.03689246	.02588463	.01555288	.01358322
"9 to 11"	"s3_sesl_ssml"	2920	.23002828	.16791075	.10926333	.01875841	.01424632	.00984013
"9 to 11"	"s3_sesl_ssmh"	1500	.13610527	.11265018	.06263714	.01653679	.01610301	.01591252
"9 to 11"	"s3_sesl_swdy"	710	.18284089	.14256546	.09247483	.02353165	.01870331	.01520241
"9 to 11"	"s3_sesl_swdn"	1780	.18444493	.13019701	.07931276	.01528398	.01243334	.01064951
"9 to 11"	"s3_sesl_ell"	1380	.18168438	.12040583	.0831554	.01843039	.01518098	.01261908
"9 to 11"	"s3_sesl_elln"	4230	.2112111	.15437224	.09411691	.0163208	.01230914	.00807691
"9 to 11"	"s3_sesh_ssml"	1280	.14776073	.11113357	.07354648	.0136251	.01162115	.0104323
"9 to 11"	"s3_sesh_ssmh"	3910	.09990175	.07810715	.04799013	.00834002	.00769441	.00727372
"9 to 11"	"s3_sesh_swdy"	440	.13958514	.11944605	.06245688	.0236483	.02295166	.01698307
"9 to 11"	"s3_sesh_swdn"	2360	.09596471	.08226631	.05236736	.00888221	.00798639	.00703346
"9 to 11"	"s3_sesh_ell"	790	.12020128	.07669661	.04355709	.018277	.01473282	.01006846
"9 to 11"	"s3_sesh_elln"	5590	.11755097	.09284157	.05787574	.00738238	.00626033	.00573753
"9 to 11"	"s3_ssml_swdy"	960	.17194953	.13395958	.08795317	.01805639	.01487463	.0121371
"9 to 11"	"s3_ssml_swdn"	1600	.19162087	.14291153	.08780084	.01610324	.01242895	.01077692
"9 to 11"	"s3_ssml_ell"	920	.17794641	.11438458	.08136895	.01695452	.01410469	.01289876
"9 to 11"	"s3_ssml_elln"	4500	.21504253	.16213049	.1044616	.01528255	.01105749	.00777558
"9 to 11"	"s3_ssmh_swdy"	290	.14383065	.11872396	.06244065	.02834269	.02720963	.02312649
"9 to 11"	"s3_ssmh_swdn"	2490	.09351541	.07684271	.0445264	.00747911	.00705346	.00565077
"9 to 11"	"s3_ssmh_ell"	1130	.13039538	.10282225	.07063315	.02495699	.02482713	.02397822
"9 to 11"	"s3_ssmh_elln"	5540	.10583586	.08510129	.04622933	.00646743	.00580886	.0052973
"9 to 11"	"s3_swdy_ell"	190	.16337709	.12190919	.08970365	.03637139	.03530555	.03217138
"9 to 11"	"s3_swdy_elln"	1240	.17155405	.13763527	.08385517	.01615166	.01380511	.01067458
"9 to 11"	"s3_swdn_ell"	930	.14746959	.08549164	.06024866	.02124039	.01299891	.01138915
"9 to 11"	"s3_swdn_elln"	4300	.14024266	.11338481	.06691868	.00888801	.00754123	.00611971
