period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"10 to 12"	"s1_all_all"	10900	.14114577	.05853121	.08261456	.00463479	.00336899	.00354379
"10 to 12"	"s1_all_male"	5370	.15320601	.06077124	.09243477	.00627468	.00417665	.00506486
"10 to 12"	"s1_all_female"	5520	.12900929	.05627702	.07273227	.00577467	.0043165	.00436363
"10 to 12"	"s1_all_ethblk"	1610	.21170937	.0962013	.11550807	.01289495	.0097391	.00981937
"10 to 12"	"s1_all_ethlat"	1680	.19943011	.08061428	.11881583	.0119407	.00809551	.01011337
"10 to 12"	"s1_all_ethwht"	5820	.10904679	.0430616	.06598519	.0053261	.00339455	.0041517
"10 to 12"	"s1_all_ethapi"	1180	.09886083	.0560541	.04280673	.01280126	.01018887	.00691486
"10 to 12"	"s1_all_sesl"	4950	.19935802	.07631388	.12304414	.0072268	.00500208	.00598621
"10 to 12"	"s1_all_sesh"	3640	.07518838	.03425423	.04093415	.00550773	.00437134	.00379318
"10 to 12"	"s1_all_ssml"	4680	.21797041	.08394683	.13402358	.00723756	.00555533	.00600044
"10 to 12"	"s1_all_ssmh"	4030	.06823569	.03301623	.03521946	.00494316	.00350472	.0035942
"10 to 12"	"s1_all_ssrl"	4830	.20588662	.07976273	.12612389	.00714279	.00559208	.00600844
"10 to 12"	"s1_all_ssrh"	3960	.07305589	.03428913	.03876675	.00517021	.00352988	.00378424
"10 to 12"	"s1_all_swdy"	780	.20695461	.05905859	.14789601	.01745657	.00867682	.0152829
"10 to 12"	"s1_all_swdn"	4980	.12921231	.05495585	.07425646	.00689712	.00488588	.00505487
"10 to 12"	"s1_all_ell"	1980	.191111	.07048561	.12062539	.01305986	.0083204	.01209522
"10 to 12"	"s1_all_elln"	8680	.13097958	.05504881	.07593076	.00473805	.0034406	.00341362
"10 to 12"	"s1_t1y_all"	2540	.16199547	.07124099	.09075447	.00992744	.0081984	.00750602
"10 to 12"	"s1_t1y_male"	1250	.18643949	.07910203	.10733746	.01482657	.0111646	.01078686
"10 to 12"	"s1_t1y_female"	1300	.13835127	.06363718	.07471409	.01245125	.00859575	.00975569
"10 to 12"	"s1_t1y_ethblk"	410	.20210607	.07873664	.12336943	.0244377	.01592117	.02276169
"10 to 12"	"s1_t1y_ethlat"	620	.2075262	.08219353	.12533267	.01675202	.01618935	.01486905
"10 to 12"	"s1_t1y_ethwht"	1110	.11999405	.05916369	.06083035	.01342051	.01052662	.00885568
"10 to 12"	"s1_t1y_ethapi"	240	.09927393	.05506823	.0442057	.02363128	.01716339	.01619367
"10 to 12"	"s1_t1y_sesl"	1480	.21409627	.08542852	.12866775	.01419871	.01092634	.01121789
"10 to 12"	"s1_t1y_sesh"	580	.07974369	.05297725	.02676644	.01275838	.01153085	.00746007
"10 to 12"	"s1_t1y_ssml"	1330	.22550507	.0904775	.13502757	.0134366	.01206255	.01069231
"10 to 12"	"s1_t1y_ssmh"	740	.06683076	.03628097	.03054979	.01167915	.00911424	.00857691
"10 to 12"	"s1_t1y_ssrl"	1350	.21880325	.09152237	.12728088	.01307395	.01192615	.01062981
"10 to 12"	"s1_t1y_ssrh"	720	.06746231	.04023905	.02722326	.01214916	.00881028	.0078319
"10 to 12"	"s1_t1y_swdy"	200	.22060183	.06089487	.15970696	.03057181	.01838178	.02694616
"10 to 12"	"s1_t1y_swdn"	1010	.13475016	.05262552	.08212465	.0139065	.01007253	.01248129
"10 to 12"	"s1_t1y_ell"	590	.20132476	.08146443	.11986032	.02033201	.01694727	.01762847
"10 to 12"	"s1_t1y_elln"	1860	.14716824	.0660589	.08110934	.01027579	.00831123	.00766779
"10 to 12"	"s1_t1n_all"	7770	.13381247	.05482835	.07898412	.0053577	.00393227	.00398659
"10 to 12"	"s1_t1n_male"	3850	.14249729	.05538197	.08711532	.00674411	.00451831	.00563472
"10 to 12"	"s1_t1n_female"	3910	.12490163	.05426033	.0706413	.00714976	.00535536	.00519425
"10 to 12"	"s1_t1n_ethblk"	1140	.21572883	.10203627	.11369256	.01535014	.01215541	.0103801
"10 to 12"	"s1_t1n_ethlat"	980	.18366502	.0783908	.10527422	.01611577	.00934861	.01356259
"10 to 12"	"s1_t1n_ethwht"	4320	.10610847	.03979174	.06631673	.00619444	.00376873	.00479917
"10 to 12"	"s1_t1n_ethapi"	910	.0992253	.05526227	.04396303	.01435955	.01151312	.00793239
"10 to 12"	"s1_t1n_sesl"	3200	.19259322	.07443617	.11815704	.00852301	.00617349	.0068275
"10 to 12"	"s1_t1n_sesh"	2910	.07379854	.03114194	.04265661	.00628308	.00496779	.00429853
"10 to 12"	"s1_t1n_ssml"	3090	.21156516	.08194861	.12961656	.00896992	.00666366	.00718336
"10 to 12"	"s1_t1n_ssmh"	3100	.06907995	.03216729	.03691266	.00552404	.00390634	.00402011
"10 to 12"	"s1_t1n_ssrl"	3230	.20054229	.07510157	.12544073	.00878607	.0067281	.00726057
"10 to 12"	"s1_t1n_ssrh"	3020	.07326768	.03236071	.04090698	.00583188	.0040376	.00431032
"10 to 12"	"s1_t1n_swdy"	550	.20568718	.05822638	.1474608	.02073929	.00952157	.0187384
"10 to 12"	"s1_t1n_swdn"	3720	.12881746	.05650456	.0723129	.00822679	.00599504	.00558018
"10 to 12"	"s1_t1n_ell"	1330	.18217545	.06300274	.11917271	.01754373	.00910702	.01702509
"10 to 12"	"s1_t1n_elln"	6320	.12602474	.05267119	.07335354	.00552393	.00409607	.00379922
"10 to 12"	"s1_region1_all"	1850	.1043235	.02341401	.08090949	.01097652	.00502723	.01006245
"10 to 12"	"s1_region1_male"	930	.11165133	.02293298	.08871835	.01427251	.00596126	.01285044
"10 to 12"	"s1_region1_female"	920	.0968977	.02390148	.07299622	.01131278	.00633235	.01155563
"10 to 12"	"s1_region1_ethblk"	220	.18369182	.0732269	.11046492	.04310603	.02598724	.03225644
"10 to 12"	"s1_region1_ethlat"	250	.18093748	-99	.15297035	.03282369	-99	.03062168
"10 to 12"	"s1_region1_ethwht"	1050	.07790114	.01547838	.06242275	.01204655	.00502832	.01065941
"10 to 12"	"s1_region1_ethapi"	230	.07936407	-99	.05989333	.02482271	-99	.02029569
"10 to 12"	"s1_region1_sesl"	750	.1858374	.03953718	.14630022	.02092132	.00982606	.01979834
"10 to 12"	"s1_region1_sesh"	670	.03664237	-99	.02519112	.00752072	-99	.00628203
"10 to 12"	"s1_region1_ssml"	690	.18484968	.04027395	.14457574	.01988253	.00912205	.01783524
"10 to 12"	"s1_region1_ssmh"	810	.04952721	.01244818	.03707903	.01066284	.00462638	.00996163
"10 to 12"	"s1_region1_ssrl"	710	.18830937	.04341754	.14489184	.02121809	.01033979	.01964336
"10 to 12"	"s1_region1_ssrh"	770	.04421043	-99	.03454032	.00832996	-99	.00793738
"10 to 12"	"s1_region1_swdy"	160	.16818394	-99	.11734222	.0352607	-99	.02613767
"10 to 12"	"s1_region1_swdn"	730	.10126549	.01408648	.08717902	.01661836	.00532714	.01500218
"10 to 12"	"s1_region1_ell"	350	.14188111	-99	.11679363	.02958286	-99	.02860046
"10 to 12"	"s1_region1_elln"	1460	.09473092	.02158628	.07314464	.01063612	.00530206	.00946723
"10 to 12"	"s1_region2_all"	2640	.12893558	.05190568	.0770299	.00801586	.00613431	.00680358
"10 to 12"	"s1_region2_male"	1260	.1426622	.05501044	.08765175	.01155101	.00810254	.00960119
"10 to 12"	"s1_region2_female"	1380	.11578139	.04893039	.066851	.01095305	.00730011	.0086732
"10 to 12"	"s1_region2_ethblk"	260	.21875695	.10207787	.11667908	.03017911	.0242575	.0272136
"10 to 12"	"s1_region2_ethlat"	190	.21389618	.0560078	.15788838	.02565362	.01971775	.02944928
"10 to 12"	"s1_region2_ethwht"	1860	.10284454	.04232111	.06052343	.00813185	.00617029	.00683951
"10 to 12"	"s1_region2_ethapi"	170	.11021157	.06404433	-99	.03238142	.03061325	-99
"10 to 12"	"s1_region2_sesl"	1180	.19345053	.06916872	.12428181	.012599	.00868204	.01218621
"10 to 12"	"s1_region2_sesh"	850	.06625639	.02996191	.03629448	.01047905	.00866318	.00774755
"10 to 12"	"s1_region2_ssml"	1110	.21753628	.08594109	.13159519	.01426721	.01205938	.01162323
"10 to 12"	"s1_region2_ssmh"	1000	.05398632	.02231395	.03167237	.00742474	.00574777	.00625499
"10 to 12"	"s1_region2_ssrl"	1110	.18767496	.07953646	.1081385	.01246476	.01149072	.01052627
"10 to 12"	"s1_region2_ssrh"	1040	.06394849	.02676906	.03717943	.00852728	.00575355	.0073517
"10 to 12"	"s1_region2_swdy"	210	.20740443	.07839113	.12901329	.02964303	.01947654	.0238702
"10 to 12"	"s1_region2_swdn"	1380	.11041492	.04586768	.06454723	.01151833	.00928225	.00955966
"10 to 12"	"s1_region2_ell"	260	.22424198	.06771602	.15652596	.02348014	.02178912	.02788521
"10 to 12"	"s1_region2_elln"	2310	.11628166	.04765206	.0686296	.00789157	.00624274	.00640188
"10 to 12"	"s1_region3_all"	4120	.15653381	.07181983	.08471397	.00821405	.00642507	.00468224
"10 to 12"	"s1_region3_male"	2050	.1594259	.06864252	.09078338	.0099676	.00670063	.00751258
"10 to 12"	"s1_region3_female"	2070	.1536235	.07501717	.07860633	.01078471	.00937311	.00600218
"10 to 12"	"s1_region3_ethblk"	1030	.21347355	.09811768	.11535587	.01547376	.01237899	.01099716
"10 to 12"	"s1_region3_ethlat"	510	.18606366	.10286136	.0832023	.02561316	.02077183	.01568458
"10 to 12"	"s1_region3_ethwht"	2200	.12411192	.05436349	.06974842	.00939635	.00635035	.00595412
"10 to 12"	"s1_region3_ethapi"	220	.15375508	.08343377	.0703213	.02838875	.0228771	.01980486
"10 to 12"	"s1_region3_sesl"	1890	.20176132	.08569739	.11606393	.01075313	.00776406	.00784837
"10 to 12"	"s1_region3_sesh"	1420	.10138573	.04671508	.05467065	.0111253	.00870347	.00623911
"10 to 12"	"s1_region3_ssml"	1830	.22498594	.08821306	.13677288	.01219123	.00884736	.00864574
"10 to 12"	"s1_region3_ssmh"	1420	.08488083	.05051948	.03436136	.00941898	.00778945	.00513947
"10 to 12"	"s1_region3_ssrl"	1880	.20947773	.08229856	.12717917	.01251209	.00911371	.00846027
"10 to 12"	"s1_region3_ssrh"	1410	.08978941	.04931119	.04047823	.01063433	.00780566	.00616046
"10 to 12"	"s1_region3_swdy"	300	.20573441	.06273662	.14299779	.02784622	.0147646	.0234096
"10 to 12"	"s1_region3_swdn"	1940	.14771893	.07628758	.07143135	.01172993	.00907503	.00703715
"10 to 12"	"s1_region3_ell"	520	.18892193	.08850165	.10042029	.02505226	.01980453	.01837525
"10 to 12"	"s1_region3_elln"	3520	.15278852	.06980486	.08298366	.00863626	.00639798	.0050576
"10 to 12"	"s1_region4_all"	2280	.15952379	.07271264	.08681115	.01011593	.00786102	.0086207
"10 to 12"	"s1_region4_male"	1130	.1865273	.08382281	.10270448	.015118	.01142662	.0122108
"10 to 12"	"s1_region4_female"	1160	.13101625	.06098365	.0700326	.01198786	.00795322	.01069847
"10 to 12"	"s1_region4_ethblk"	110	.23277444	.10974684	.12302761	.04548282	.03515479	.03884747
"10 to 12"	"s1_region4_ethlat"	730	.20832054	.09073294	.1175876	.01689299	.01068513	.01478954
"10 to 12"	"s1_region4_ethwht"	700	.12634603	.05396428	.07238176	.01513537	.00912476	.01240873
"10 to 12"	"s1_region4_ethapi"	560	.08275573	.05770235	.02505338	.01899538	.01594777	.00658626
"10 to 12"	"s1_region4_sesl"	1130	.21082336	.09399609	.11682727	.01715429	.01354496	.01296686
"10 to 12"	"s1_region4_sesh"	710	.07611141	.0385508	.03756061	.01130039	.00981328	.00962816
"10 to 12"	"s1_region4_ssml"	1060	.22821266	.10221581	.12599685	.01408899	.01290781	.0135184
"10 to 12"	"s1_region4_ssmh"	810	.07918107	.04011936	.03906172	.01206231	.00804933	.00846191
"10 to 12"	"s1_region4_ssrl"	1130	.22786832	.09786133	.13000699	.01321107	.01304433	.01351673
"10 to 12"	"s1_region4_ssrh"	750	.08714651	.04483857	.04230795	.01208712	.0081245	.00950577
"10 to 12"	"s1_region4_swdy"	110	.25836233	-99	.22975981	.05615136	-99	.05700598
"10 to 12"	"s1_region4_swdn"	930	.14383488	.06167907	.08215581	.0155928	.00998759	.01240124
"10 to 12"	"s1_region4_ell"	850	.19997128	.07815549	.12181579	.02203394	.01316248	.02070968
"10 to 12"	"s1_region4_elln"	1390	.14329824	.06811102	.07518722	.01075348	.00850488	.00815424
"10 to 12"	"s1_city_all"	2930	.18756716	.07907934	.10848782	.01066153	.00822481	.00801975
"10 to 12"	"s1_city_male"	1400	.2192154	.08484002	.13437538	.01372439	.00864726	.01174992
"10 to 12"	"s1_city_female"	1530	.15670748	.0734622	.08324528	.01315972	.01102904	.00930236
"10 to 12"	"s1_city_ethblk"	740	.23497551	.11706089	.11791462	.02118159	.01634943	.01531171
"10 to 12"	"s1_city_ethlat"	730	.21795889	.07246358	.14549531	.01731807	.01000915	.01598375
"10 to 12"	"s1_city_ethwht"	820	.14246932	.05588023	.08658909	.01625231	.01118026	.01260994
"10 to 12"	"s1_city_ethapi"	500	.11344373	.06423648	.04920725	.01688106	.01348609	.01054586
"10 to 12"	"s1_city_sesl"	1540	.25079763	.09200897	.15878865	.01410643	.01007008	.01225238
"10 to 12"	"s1_city_sesh"	850	.10003444	.05298777	.04704667	.01358987	.01157406	.00846431
"10 to 12"	"s1_city_ssml"	1530	.26178537	.10023995	.16154542	.01406161	.01200426	.01122502
"10 to 12"	"s1_city_ssmh"	840	.08635077	.04518497	.04116581	.0117583	.01025862	.0080045
"10 to 12"	"s1_city_ssrl"	1530	.24701571	.09570033	.15131537	.01443768	.01209038	.01184212
"10 to 12"	"s1_city_ssrh"	850	.09820606	.04622302	.05198304	.01179814	.00924145	.00955103
"10 to 12"	"s1_city_swdy"	170	.22933989	-99	.17540756	.04007374	-99	.03404436
"10 to 12"	"s1_city_swdn"	1240	.1790034	.08239049	.09661291	.01789193	.0149412	.01155273
"10 to 12"	"s1_city_ell"	860	.2246216	.06711009	.15751151	.02220023	.01252708	.02180742
"10 to 12"	"s1_city_elln"	1970	.17387258	.08222798	.09164461	.01238991	.00998901	.00780321
"10 to 12"	"s1_suburb_all"	3990	.12144532	.05441028	.06703504	.00704208	.00541018	.00540851
"10 to 12"	"s1_suburb_male"	1960	.12786715	.05479766	.07306948	.01005757	.00738972	.00802182
"10 to 12"	"s1_suburb_female"	2040	.11505425	.05402474	.0610295	.00855436	.00622326	.00670033
"10 to 12"	"s1_suburb_ethblk"	450	.19966546	.08734475	.11232071	.02111221	.01597338	.01942195
"10 to 12"	"s1_suburb_ethlat"	640	.18502663	.09143665	.09358998	.01936684	.01561992	.01494954
"10 to 12"	"s1_suburb_ethwht"	2130	.0908187	.03971653	.05110217	.00836124	.00514829	.00610146
"10 to 12"	"s1_suburb_ethapi"	530	.08952104	.05551489	.03400615	.02102323	.01722933	.00968199
"10 to 12"	"s1_suburb_sesl"	1470	.18337913	.08018481	.10319432	.01345302	.01003223	.01098981
"10 to 12"	"s1_suburb_sesh"	1630	.07035791	.03033426	.04002364	.00767272	.00641622	.00568094
"10 to 12"	"s1_suburb_ssml"	1500	.19775898	.0871945	.11056448	.01124983	.0093715	.0104597
"10 to 12"	"s1_suburb_ssmh"	1730	.06112851	.02870065	.03242786	.0071833	.00469819	.00555885
"10 to 12"	"s1_suburb_ssrl"	1630	.19379673	.08492642	.10887031	.01084952	.00926462	.01003308
"10 to 12"	"s1_suburb_ssrh"	1590	.06140851	.02981624	.03159226	.0078616	.00573606	.0051617
"10 to 12"	"s1_suburb_swdy"	260	.18151318	.07049847	.11101471	.02909286	.01710351	.02398812
"10 to 12"	"s1_suburb_swdn"	1730	.10062657	.03945297	.0611736	.0101002	.00572496	.00843937
"10 to 12"	"s1_suburb_ell"	830	.16076363	.07533396	.08542968	.01726988	.01334829	.01363713
"10 to 12"	"s1_suburb_elln"	3110	.11212864	.04764862	.06448003	.00719232	.00496088	.00547743
"10 to 12"	"s1_ruralt_all"	3970	.12737627	.04742411	.07995216	.00722478	.00470357	.0053141
"10 to 12"	"s1_ruralt_male"	2010	.1317323	.04946476	.08226754	.00951538	.00608602	.00705747
"10 to 12"	"s1_ruralt_female"	1960	.12283183	.0452952	.07753663	.00951314	.00604629	.0072725
"10 to 12"	"s1_ruralt_ethblk"	430	.17774058	.0632777	.11446287	.02606492	.01743711	.01761467
"10 to 12"	"s1_ruralt_ethlat"	310	.18285707	.07587205	.10698502	.02453067	.01410132	.02131619
"10 to 12"	"s1_ruralt_ethwht"	2870	.11299474	.041349	.07164574	.00765546	.00477607	.00604108
"10 to 12"	"s1_ruralt_ethapi"	150	.08658583	-99	-99	.02996856	-99	-99
"10 to 12"	"s1_ruralt_sesl"	1950	.17249509	.06091971	.11157538	.01103586	.00706308	.00850449
"10 to 12"	"s1_ruralt_sesh"	1160	.06242458	.02504294	.03738164	.00856693	.00543578	.00631326
"10 to 12"	"s1_ruralt_ssml"	1650	.19503804	.06432758	.13071046	.01199206	.00759915	.00908032
"10 to 12"	"s1_ruralt_ssmh"	1470	.06678588	.03148101	.03530488	.00818816	.00523644	.00564658
"10 to 12"	"s1_ruralt_ssrl"	1660	.17959401	.058734	.12086001	.01145582	.00750659	.00910474
"10 to 12"	"s1_ruralt_ssrh"	1520	.07114073	.0322237	.03891703	.00848439	.00496758	.00631134
"10 to 12"	"s1_ruralt_swdy"	350	.21590718	.05215187	.16375531	.02503631	.01194138	.0229752
"10 to 12"	"s1_ruralt_swdn"	2020	.12583972	.05285389	.07298583	.0100748	.00688599	.00738856
"10 to 12"	"s1_ruralt_ell"	290	.17833148	.06601062	.11232086	.02988766	.01841385	.02554718
"10 to 12"	"s1_ruralt_elln"	3610	.1233187	.04575763	.07756107	.00716775	.00478087	.00526832
"10 to 12"	"s1_enrl_all"	6560	.12923542	.05509164	.07414378	.00569613	.00421699	.00411941
"10 to 12"	"s1_enrl_male"	3260	.13271831	.05367189	.07904642	.0075281	.00494039	.00589115
"10 to 12"	"s1_enrl_female"	3300	.12567716	.05654212	.06913504	.00714691	.00577151	.00518143
"10 to 12"	"s1_enrl_ethblk"	980	.18377596	.09452464	.08925132	.01648388	.01283338	.01090112
"10 to 12"	"s1_enrl_ethlat"	650	.17777988	.07833398	.0994459	.01914135	.01611058	.01418566
"10 to 12"	"s1_enrl_ethwht"	4090	.10958008	.04356473	.06601535	.0060529	.00393452	.00494721
"10 to 12"	"s1_enrl_ethapi"	470	.09695119	.05484298	.04210821	.01917451	.016105	.01123646
"10 to 12"	"s1_enrl_sesl"	3150	.17413747	.0708937	.10324378	.00794374	.00582228	.00614969
"10 to 12"	"s1_enrl_sesh"	1980	.07025447	.02943199	.04082248	.00700542	.00486896	.0051986
"10 to 12"	"s1_enrl_ssml"	2820	.19078397	.0770438	.11374016	.00919831	.00699539	.00659522
"10 to 12"	"s1_enrl_ssmh"	2340	.07145248	.03141321	.04003926	.00696446	.00457295	.00543556
"10 to 12"	"s1_enrl_ssrl"	2860	.18532571	.07366188	.11166384	.00957165	.00735207	.00654825
"10 to 12"	"s1_enrl_ssrh"	2410	.07508474	.03450053	.04058421	.0067259	.00429412	.0051835
"10 to 12"	"s1_enrl_swdy"	500	.17381194	.05738872	.11642322	.01999699	.01131197	.01645648
"10 to 12"	"s1_enrl_swdn"	3210	.12112628	.05445617	.06667012	.00794606	.00642165	.00544746
"10 to 12"	"s1_enrl_ell"	780	.15406641	.07572969	.07833672	.01865168	.01453649	.01440402
"10 to 12"	"s1_enrl_elln"	5650	.12490784	.05160406	.07330377	.00573425	.00414016	.00436845
"10 to 12"	"s1_enrh_all"	4320	.15651589	.06326256	.09325333	.00746454	.00541551	.00594754
"10 to 12"	"s1_enrh_male"	2110	.18041863	.07038403	.1100346	.01010731	.00713319	.00831385
"10 to 12"	"s1_enrh_female"	2210	.13285419	.0562129	.07664129	.00931954	.00624893	.00764713
"10 to 12"	"s1_enrh_ethblk"	630	.24783084	.1006192	.14721164	.02102607	.01506969	.01727879
"10 to 12"	"s1_enrh_ethlat"	1030	.20981347	.0817079	.12810557	.01467883	.00952967	.01273004
"10 to 12"	"s1_enrh_ethwht"	1730	.10809065	.04215953	.06593112	.01001531	.00626939	.00755048
"10 to 12"	"s1_enrh_ethapi"	720	.09994649	.05674264	.04320385	.01618982	.0125733	.00868502
"10 to 12"	"s1_enrh_sesl"	1800	.23709104	.08503773	.1520533	.01248429	.00924966	.01068278
"10 to 12"	"s1_enrh_sesh"	1660	.08055258	.03940044	.04115215	.00868193	.00721708	.00567959
"10 to 12"	"s1_enrh_ssml"	1850	.25171412	.09315738	.15855673	.01068045	.00886571	.00984782
"10 to 12"	"s1_enrh_ssmh"	1690	.06414952	.03509545	.02905408	.0070699	.00546117	.00468798
"10 to 12"	"s1_enrh_ssrl"	1960	.2308887	.0876235	.1432652	.0104212	.00863648	.01005956
"10 to 12"	"s1_enrh_ssrh"	1550	.07026973	.03401652	.03625321	.00849596	.00605521	.0059853
"10 to 12"	"s1_enrh_swdy"	270	.2573257	.06159651	.19572919	.03033496	.01391546	.0273211
"10 to 12"	"s1_enrh_swdn"	1780	.14193131	.05574183	.08618948	.01176003	.00729959	.00926037
"10 to 12"	"s1_enrh_ell"	1200	.21014617	.06779097	.14235519	.01629501	.01029084	.01557787
"10 to 12"	"s1_enrh_elln"	3020	.13983846	.06058967	.07924879	.00822367	.00583711	.00562381
"10 to 12"	"s1_min1_all"	6000	.11104695	.04504281	.06600414	.00539724	.00385278	.00412855
"10 to 12"	"s1_min1_male"	2940	.11268849	.04581897	.06686952	.00717438	.00512244	.00541062
"10 to 12"	"s1_min1_female"	3060	.10942746	.04427707	.06515038	.00686558	.00455549	.0054238
"10 to 12"	"s1_min1_ethblk"	270	.23834409	.09738472	.14095937	.02952032	.02000485	.02623242
"10 to 12"	"s1_min1_ethlat"	350	.17592629	.07223471	.10369158	.02448276	.016511	.02183
"10 to 12"	"s1_min1_ethwht"	4450	.09833852	.0397494	.05858912	.00569134	.00383462	.00439232
"10 to 12"	"s1_min1_ethapi"	600	.09622701	.05056866	.04565835	.01828911	.01527767	.0094385
"10 to 12"	"s1_min1_sesl"	2310	.17858095	.06808304	.11049791	.01026211	.00761315	.00783775
"10 to 12"	"s1_min1_sesh"	2300	.05620598	.02425979	.03194619	.00558976	.00378949	.0043064
"10 to 12"	"s1_min1_ssml"	2050	.19180784	.07146603	.12034181	.00990819	.00724823	.00865278
"10 to 12"	"s1_min1_ssmh"	2690	.05585377	.02379614	.03205764	.00534104	.00326853	.00427296
"10 to 12"	"s1_min1_ssrl"	2150	.17347256	.06765189	.10582067	.00960721	.00708282	.00791983
"10 to 12"	"s1_min1_ssrh"	2630	.06507043	.02822335	.03684708	.00581759	.0036988	.00444511
"10 to 12"	"s1_min1_swdy"	440	.19194519	.06699889	.1249463	.02228424	.01202248	.01858827
"10 to 12"	"s1_min1_swdn"	2920	.09952806	.04061712	.05891095	.00660069	.00504988	.00512519
"10 to 12"	"s1_min1_ell"	650	.14720298	.05673217	.0904708	.02228454	.01298538	.0197369
"10 to 12"	"s1_min1_elln"	5270	.10710527	.04254624	.06455903	.00557515	.00386916	.0041208
"10 to 12"	"s1_min2_all"	2170	.15271533	.06544645	.08726888	.01146404	.00792926	.00901038
"10 to 12"	"s1_min2_male"	1060	.17135666	.07093243	.10042423	.01604493	.0112978	.01234363
"10 to 12"	"s1_min2_female"	1110	.1336756	.05984322	.07383238	.01466894	.00947129	.01066021
"10 to 12"	"s1_min2_ethblk"	410	.20915619	.10770201	.10145418	.03029494	.02102523	.01753218
"10 to 12"	"s1_min2_ethlat"	340	.17694482	.07399316	.10295166	.02865221	.01730814	.02523989
"10 to 12"	"s1_min2_ethwht"	960	.12344058	.04596738	.0774732	.014176	.00869369	.01132709
"10 to 12"	"s1_min2_ethapi"	330	.0954929	.06371478	.03177812	.01923266	.01488588	.01083843
"10 to 12"	"s1_min2_sesl"	970	.18943258	.08207459	.10735799	.01506589	.01008872	.01244802
"10 to 12"	"s1_min2_sesh"	770	.10360687	.04314684	.06046003	.01552365	.0124681	.01128402
"10 to 12"	"s1_min2_ssml"	960	.22936445	.0959381	.13342635	.01761364	.01199819	.01402071
"10 to 12"	"s1_min2_ssmh"	770	.07947006	.03499335	.04447672	.01331365	.00891925	.00968918
"10 to 12"	"s1_min2_ssrl"	1010	.22330977	.08600995	.13729983	.01733415	.01291089	.01534041
"10 to 12"	"s1_min2_ssrh"	750	.07441813	.0375377	.03688043	.01399714	.01071022	.00846716
"10 to 12"	"s1_min2_swdy"	150	.18136608	-99	.14622329	.03813483	-99	.0371394
